time,phase,tug_x,tug_y,tug_yaw,ac_x,ac_y,ac_yaw,velocity,steer_angle
0.1,PUSHBACK,0.0,-8.877,-1.5709,-0.0,0.0,-1.5708,-0.1,0.07
0.2,PUSHBACK,0.0,-8.863,-1.5716,0.0,0.004,-1.5708,-0.2,0.14
0.3,PUSHBACK,0.0,-8.839,-1.5738,0.0002,0.018,-1.5708,-0.3,0.21
0.4,PUSHBACK,0.0002,-8.805,-1.5782,0.0006,0.042,-1.5708,-0.4,0.28
0.5,PUSHBACK,0.0007,-8.761,-1.5856,0.0015,0.076,-1.5709,-0.5,0.344
0.6,PUSHBACK,0.0017,-8.707,-1.5966,0.003,0.12,-1.5709,-0.6,0.3952
0.7,PUSHBACK,0.0037,-8.643,-1.6114,0.0052,0.174,-1.5709,-0.7,0.4362
0.8,PUSHBACK,0.0073,-8.5691,-1.6304,0.0081,0.2379,-1.5708,-0.8,0.4689
0.9,PUSHBACK,0.013,-8.4853,-1.6535,0.0119,0.3117,-1.5706,-0.9,0.4951
1.0,PUSHBACK,0.0218,-8.3917,-1.681,0.0165,0.3953,-1.5703,-1.0,0.5161
1.1,PUSHBACK,0.0346,-8.2886,-1.7128,0.0219,0.4886,-1.5696,-1.0981,0.5329
1.2,PUSHBACK,0.0522,-8.1763,-1.7488,0.028,0.5914,-1.5684,-1.1912,0.5463
1.3,PUSHBACK,0.0759,-8.056,-1.7887,0.0348,0.703,-1.5668,-1.2764,0.5571
1.4,PUSHBACK,0.1063,-7.9288,-1.8322,0.0421,0.8225,-1.5645,-1.3496,0.5656
1.5,PUSHBACK,0.1447,-7.7955,-1.879,0.0496,0.9484,-1.5614,-1.4425,0.5671
1.6,PUSHBACK,0.1923,-7.6555,-1.9278,0.0571,1.08,-1.5574,-1.5025,0.5429
1.7,PUSHBACK,0.2475,-7.5157,-1.9739,0.0641,1.2177,-1.5522,-1.5025,0.4965
1.8,PUSHBACK,0.3087,-7.3786,-2.0145,0.0698,1.3546,-1.5461,-1.5025,0.4333
1.9,PUSHBACK,0.3751,-7.2438,-2.0487,0.0734,1.4883,-1.5391,-1.5025,0.3633
2.0,PUSHBACK,0.4458,-7.1112,-2.0765,0.0749,1.6192,-1.5314,-1.5025,0.2933
2.1,PUSHBACK,0.5198,-6.9804,-2.0981,0.0742,1.7472,-1.5229,-1.5025,0.2233
2.2,PUSHBACK,0.5963,-6.8511,-2.1139,0.0714,1.8728,-1.514,-1.5025,0.1533
2.3,PUSHBACK,0.6745,-6.7228,-2.1239,0.0665,1.9962,-1.5045,-1.5025,0.0833
2.4,PUSHBACK,0.7537,-6.5952,-2.1284,0.0596,2.1179,-1.4947,-1.5025,0.0133
2.5,PUSHBACK,0.8332,-6.4677,-2.1272,0.0507,2.2381,-1.4846,-1.5025,-0.0567
2.6,PUSHBACK,0.9123,-6.3399,-2.1206,0.0397,2.3574,-1.4743,-1.5025,-0.1218
2.7,PUSHBACK,0.9902,-6.2114,-2.1091,0.0267,2.4761,-1.4638,-1.5025,-0.1759
2.8,PUSHBACK,1.0664,-6.0822,-2.0935,0.0116,2.5948,-1.4532,-1.4878,-0.2186
2.9,PUSHBACK,1.1396,-5.953,-2.075,-0.0054,2.7135,-1.4427,-1.4773,-0.2503
3.0,PUSHBACK,1.2101,-5.8227,-2.0542,-0.0241,2.8315,-1.4323,-1.4811,-0.2716
3.1,PUSHBACK,1.2782,-5.6901,-2.0318,-0.0445,2.9499,-1.4221,-1.4972,-0.2833
3.2,PUSHBACK,1.344,-5.5544,-2.0084,-0.0667,3.0699,-1.4119,-1.5108,-0.2866
3.3,PUSHBACK,1.4067,-5.4169,-1.9849,-0.0906,3.1921,-1.4018,-1.5108,-0.2825
3.4,PUSHBACK,1.4663,-5.2781,-1.962,-0.1161,3.3154,-1.3918,-1.5108,-0.2726
3.5,PUSHBACK,1.5226,-5.1379,-1.9401,-0.1429,3.4395,-1.3821,-1.5108,-0.258
3.6,PUSHBACK,1.576,-4.9966,-1.9196,-0.171,3.5643,-1.3725,-1.5108,-0.2402
3.7,PUSHBACK,1.6265,-4.8542,-1.9006,-0.2003,3.6897,-1.3631,-1.5108,-0.2204
3.8,PUSHBACK,1.6744,-4.7109,-1.8834,-0.2306,3.8157,-1.3539,-1.5108,-0.1997
3.9,PUSHBACK,1.72,-4.5669,-1.8679,-0.2619,3.942,-1.3449,-1.5108,-0.179
4.0,PUSHBACK,1.7634,-4.4222,-1.854,-0.2943,4.0686,-1.3359,-1.5108,-0.1592
4.1,PUSHBACK,1.8049,-4.2769,-1.8418,-0.3275,4.1954,-1.3271,-1.5108,-0.1408
4.2,PUSHBACK,1.8447,-4.1312,-1.8309,-0.3617,4.3221,-1.3183,-1.5108,-0.1243
4.3,PUSHBACK,1.883,-3.985,-1.8214,-0.3968,4.4487,-1.3096,-1.5108,-0.1101
4.4,PUSHBACK,1.9199,-3.8385,-1.8129,-0.4327,4.5752,-1.301,-1.5108,-0.0983
4.5,PUSHBACK,1.9557,-3.6917,-1.8053,-0.4696,4.7014,-1.2924,-1.5108,-0.0889
4.6,PUSHBACK,1.9904,-3.5447,-1.7984,-0.5074,4.8272,-1.2837,-1.5108,-0.0819
4.7,PUSHBACK,2.0241,-3.3974,-1.792,-0.5462,4.9525,-1.2751,-1.5108,-0.0772
4.8,PUSHBACK,2.0569,-3.25,-1.7859,-0.5859,5.0774,-1.2664,-1.5108,-0.0746
4.9,PUSHBACK,2.0888,-3.1023,-1.7799,-0.6265,5.2018,-1.2577,-1.5108,-0.0738
5.0,PUSHBACK,2.1198,-2.9544,-1.774,-0.6682,5.3256,-1.2489,-1.5108,-0.0745
5.1,PUSHBACK,2.1499,-2.8064,-1.7679,-0.7108,5.4489,-1.2402,-1.5108,-0.0765
5.2,PUSHBACK,2.1791,-2.6582,-1.7617,-0.7545,5.5715,-1.2313,-1.5108,-0.0795
5.3,PUSHBACK,2.2074,-2.5098,-1.7552,-0.7993,5.6936,-1.2224,-1.5108,-0.0832
5.4,PUSHBACK,2.2347,-2.3612,-1.7484,-0.8451,5.8151,-1.2135,-1.5108,-0.0874
5.5,PUSHBACK,2.261,-2.2124,-1.7412,-0.8919,5.936,-1.2046,-1.5108,-0.0918
5.6,PUSHBACK,2.2861,-2.0634,-1.7337,-0.9399,6.0563,-1.1956,-1.5108,-0.0963
5.7,PUSHBACK,2.3102,-1.9143,-1.7258,-0.9889,6.1761,-1.1866,-1.5108,-0.1006
5.8,PUSHBACK,2.333,-1.7649,-1.7176,-1.0391,6.2953,-1.1776,-1.5108,-0.1046
5.9,PUSHBACK,2.3546,-1.6154,-1.7091,-1.0903,6.414,-1.1685,-1.5108,-0.1082
6.0,PUSHBACK,2.3749,-1.4657,-1.7003,-1.1427,6.5321,-1.1594,-1.5108,-0.1114
6.1,PUSHBACK,2.3939,-1.3158,-1.6912,-1.1962,6.6498,-1.1504,-1.5108,-0.1141
6.2,PUSHBACK,2.4115,-1.1658,-1.682,-1.2507,6.7669,-1.1413,-1.5108,-0.1162
6.3,PUSHBACK,2.4277,-1.0155,-1.6726,-1.3064,6.8835,-1.1322,-1.5108,-0.1179
6.4,PUSHBACK,2.4425,-0.8652,-1.6631,-1.3632,6.9996,-1.1231,-1.5108,-0.119
6.5,PUSHBACK,2.4558,-0.7147,-1.6535,-1.421,7.1153,-1.1141,-1.5108,-0.1197
6.6,PUSHBACK,2.4677,-0.5641,-1.6438,-1.4799,7.2304,-1.105,-1.5108,-0.12
6.7,PUSHBACK,2.4781,-0.4134,-1.6341,-1.5399,7.345,-1.0959,-1.5108,-0.1199
6.8,PUSHBACK,2.4871,-0.2626,-1.6245,-1.601,7.4591,-1.0869,-1.5108,-0.1196
6.9,PUSHBACK,2.4946,-0.1117,-1.6149,-1.6631,7.5727,-1.0778,-1.5108,-0.119
7.0,PUSHBACK,2.5007,0.0393,-1.6053,-1.7262,7.6858,-1.0688,-1.5108,-0.1183
7.1,PUSHBACK,2.5054,0.1903,-1.5959,-1.7904,7.7984,-1.0598,-1.5108,-0.1174
7.2,PUSHBACK,2.5086,0.3413,-1.5864,-1.8556,7.9104,-1.0507,-1.5108,-0.1165
7.3,PUSHBACK,2.5104,0.4924,-1.5771,-1.9218,8.0218,-1.0417,-1.5108,-0.1155
7.4,PUSHBACK,2.5108,0.6435,-1.5678,-1.989,8.1327,-1.0327,-1.5108,-0.1146
7.5,PUSHBACK,2.5098,0.7945,-1.5586,-2.0572,8.2429,-1.0237,-1.5108,-0.1137
7.6,PUSHBACK,2.5074,0.9456,-1.5495,-2.1264,8.3526,-1.0147,-1.5108,-0.1129
7.7,PUSHBACK,2.5036,1.0966,-1.5404,-2.1966,8.4617,-1.0058,-1.5108,-0.1122
7.8,PUSHBACK,2.4985,1.2476,-1.5314,-2.2677,8.5701,-0.9968,-1.5108,-0.1116
7.9,PUSHBACK,2.492,1.3986,-1.5225,-2.3398,8.6779,-0.9878,-1.5108,-0.1111
8.0,PUSHBACK,2.4842,1.5494,-1.5136,-2.4129,8.7851,-0.9788,-1.5108,-0.1108
8.1,PUSHBACK,2.475,1.7002,-1.5047,-2.4869,8.8916,-0.9698,-1.5108,-0.1105
8.2,PUSHBACK,2.4645,1.8509,-1.4958,-2.5619,8.9974,-0.9608,-1.5108,-0.1103
8.3,PUSHBACK,2.4526,2.0016,-1.4869,-2.6378,9.1026,-0.9518,-1.5108,-0.1102
8.4,PUSHBACK,2.4394,2.1521,-1.478,-2.7146,9.207,-0.9428,-1.5108,-0.1102
8.5,PUSHBACK,2.4249,2.3024,-1.4692,-2.7924,9.3107,-0.9338,-1.5108,-0.1103
8.6,PUSHBACK,2.409,2.4527,-1.4603,-2.8711,9.4138,-0.9248,-1.5108,-0.1104
8.7,PUSHBACK,2.3918,2.6028,-1.4514,-2.9507,9.5161,-0.9158,-1.5108,-0.1105
8.8,PUSHBACK,2.3733,2.7527,-1.4425,-3.0312,9.6177,-0.9068,-1.5108,-0.1107
8.9,PUSHBACK,2.3534,2.9025,-1.4336,-3.1127,9.7185,-0.8978,-1.5108,-0.1109
9.0,PUSHBACK,2.3322,3.0521,-1.4247,-3.195,9.8186,-0.8888,-1.5108,-0.1111
9.1,PUSHBACK,2.3097,3.2014,-1.4157,-3.2782,9.918,-0.8798,-1.5108,-0.1113
9.2,PUSHBACK,2.2858,3.3506,-1.4068,-3.3623,10.0166,-0.8708,-1.5108,-0.1115
9.3,PUSHBACK,2.2606,3.4996,-1.3978,-3.4473,10.1144,-0.8618,-1.5108,-0.1117
9.4,PUSHBACK,2.2341,3.6483,-1.3888,-3.5332,10.2114,-0.8528,-1.5108,-0.1118
9.5,PUSHBACK,2.2062,3.7968,-1.3798,-3.62,10.3077,-0.8438,-1.5108,-0.112
9.6,PUSHBACK,2.177,3.945,-1.3708,-3.7076,10.4032,-0.8348,-1.5108,-0.1121
9.7,PUSHBACK,2.1465,4.093,-1.3618,-3.7961,10.4979,-0.8258,-1.5108,-0.1122
9.8,PUSHBACK,2.1146,4.2407,-1.3528,-3.8854,10.5918,-0.8168,-1.5108,-0.1122
9.9,PUSHBACK,2.0814,4.388,-1.3437,-3.9756,10.6849,-0.8078,-1.5108,-0.1123
10.0,PUSHBACK,2.0468,4.5351,-1.3347,-4.0666,10.7771,-0.7988,-1.5108,-0.1123
10.1,PUSHBACK,2.011,4.6819,-1.3257,-4.1584,10.8686,-0.7898,-1.5108,-0.1123
10.2,PUSHBACK,1.9738,4.8283,-1.3166,-4.2511,10.9592,-0.7808,-1.5108,-0.1123
10.3,PUSHBACK,1.9353,4.9744,-1.3076,-4.3446,11.049,-0.7718,-1.5108,-0.1123
10.4,PUSHBACK,1.8954,5.1201,-1.2986,-4.4388,11.1379,-0.7628,-1.5108,-0.1122
10.5,PUSHBACK,1.8543,5.2655,-1.2895,-4.5339,11.226,-0.7538,-1.5108,-0.1122
10.6,PUSHBACK,1.8118,5.4105,-1.2805,-4.6298,11.3132,-0.7447,-1.5108,-0.1122
10.7,PUSHBACK,1.7681,5.5551,-1.2715,-4.7264,11.3996,-0.7357,-1.5108,-0.1132
10.8,PUSHBACK,1.7235,5.6976,-1.2622,-4.8239,11.4851,-0.7267,-1.4856,-0.1208
10.9,PUSHBACK,1.6783,5.8375,-1.2524,-4.9209,11.5686,-0.7178,-1.461,-0.1335
11.0,PUSHBACK,1.6323,5.9752,-1.2415,-5.0174,11.6501,-0.7091,-1.4446,-0.1498
11.1,PUSHBACK,1.5851,6.1111,-1.2294,-5.1137,11.7296,-0.7004,-1.4333,-0.1685
11.2,PUSHBACK,1.5365,6.2456,-1.2159,-5.2101,11.8076,-0.6919,-1.4259,-0.1882
11.3,PUSHBACK,1.4863,6.3789,-1.2009,-5.307,11.8843,-0.6835,-1.4222,-0.208
11.4,PUSHBACK,1.434,6.5111,-1.1844,-5.4047,11.96,-0.6751,-1.4218,-0.2271
11.5,PUSHBACK,1.3794,6.6426,-1.1664,-5.5035,12.035,-0.6669,-1.4248,-0.2447
11.6,PUSHBACK,1.3222,6.7735,-1.147,-5.6038,12.1094,-0.6587,-1.431,-0.2602
11.7,PUSHBACK,1.2621,6.9039,-1.1263,-5.7058,12.1835,-0.6507,-1.4405,-0.2733
11.8,PUSHBACK,1.1987,7.0341,-1.1044,-5.8097,12.2575,-0.6428,-1.4535,-0.2837
11.9,PUSHBACK,1.1316,7.1642,-1.0815,-5.9159,12.3317,-0.6349,-1.4705,-0.2911
12.0,PUSHBACK,1.0606,7.2946,-1.0578,-6.0248,12.4063,-0.6273,-1.4927,-0.2955
12.1,PUSHBACK,0.9854,7.4252,-1.0334,-6.1367,12.4816,-0.6197,-1.5112,-0.297
12.2,PUSHBACK,0.9067,7.5543,-1.0089,-6.2517,12.5578,-0.6123,-1.5112,-0.2956
12.3,PUSHBACK,0.825,7.6814,-0.9847,-6.3685,12.6338,-0.6051,-1.5112,-0.2915
12.4,PUSHBACK,0.7402,7.8065,-0.9608,-6.4866,12.7096,-0.5982,-1.5112,-0.2851
12.5,PUSHBACK,0.6525,7.9295,-0.9377,-6.606,12.7851,-0.5915,-1.5112,-0.2766
12.6,BRAKING,0.562,8.0505,-0.9153,-6.7265,12.8604,-0.5852,-1.5112,-0.2664
12.7,BRAKING,0.4689,8.1695,-0.8952,-6.8482,12.9355,-0.5791,-1.5112,-0.2131
12.8,BRAKING,0.3736,8.2868,-0.8793,-6.9706,13.0107,-0.5733,-1.5112,-0.1705
12.9,BRAKING,0.2766,8.4027,-0.8666,-7.0934,13.086,-0.5678,-1.5112,-0.1364
13.0,BRAKING,0.1783,8.5175,-0.8565,-7.2166,13.1613,-0.5624,-1.5112,-0.1091
13.1,BRAKING,0.0789,8.6313,-0.8485,-7.34,13.2365,-0.5572,-1.5112,-0.0873
13.2,BRAKING,-0.0213,8.7444,-0.842,-7.4638,13.3114,-0.5521,-1.5112,-0.0698
13.3,BRAKING,-0.1222,8.8569,-0.8369,-7.5878,13.386,-0.547,-1.5112,-0.0559
13.4,BRAKING,-0.2236,8.969,-0.8327,-7.7121,13.4602,-0.5419,-1.5112,-0.0447
13.5,BRAKING,-0.3254,9.0806,-0.8294,-7.8366,13.5339,-0.5369,-1.5112,-0.0358
13.6,BRAKING,-0.4276,9.192,-0.8268,-7.9613,13.607,-0.5318,-1.5112,-0.0286
13.7,BRAKING,-0.53,9.3031,-0.8247,-8.0862,13.6796,-0.5267,-1.5112,-0.0229
13.8,BRAKING,-0.6327,9.414,-0.823,-8.2114,13.7516,-0.5216,-1.5112,-0.0183
13.9,BRAKING,-0.7355,9.5247,-0.8217,-8.3367,13.8229,-0.5164,-1.5112,-0.0146
14.0,BRAKING,-0.8385,9.6353,-0.8206,-8.4622,13.8935,-0.5112,-1.5112,-0.0117
14.1,BRAKING,-0.9415,9.7458,-0.8197,-8.5879,13.9634,-0.5059,-1.5112,-0.0094
14.2,BRAKING,-1.0447,9.8563,-0.819,-8.7138,14.0326,-0.5005,-1.5112,-0.0075
14.3,BRAKING,-1.1479,9.9666,-0.8185,-8.8398,14.101,-0.4951,-1.5112,-0.006
14.4,BRAKING,-1.2512,10.0769,-0.818,-8.9659,14.1686,-0.4895,-1.5112,-0.0048
14.5,BRAKING,-1.3546,10.1872,-0.8177,-9.0922,14.2355,-0.4839,-1.5112,-0.0038
14.6,BRAKING,-1.4579,10.2974,-0.8174,-9.2187,14.3015,-0.4783,-1.5112,-0.0031
14.7,BRAKING,-1.5613,10.4077,-0.8172,-9.3452,14.3667,-0.4725,-1.5112,-0.0025
14.8,BRAKING,-1.6647,10.5178,-0.817,-9.4719,14.431,-0.4666,-1.5112,-0.002
14.9,BRAKING,-1.7682,10.628,-0.8168,-9.5987,14.4945,-0.4607,-1.5112,-0.0016
15.0,BRAKING,-1.8716,10.7382,-0.8167,-9.7256,14.557,-0.4546,-1.5112,-0.0013
15.1,BRAKING,-1.9751,10.8483,-0.8166,-9.8526,14.6187,-0.4485,-1.5112,-0.001
15.2,BRAKING,-2.0785,10.9585,-0.8166,-9.9796,14.6794,-0.4423,-1.5112,-0.0008
15.3,BRAKING,-2.182,11.0686,-0.8165,-10.1068,14.7392,-0.4359,-1.5112,-0.0006
15.4,BRAKING,-2.2855,11.1787,-0.8164,-10.2339,14.7981,-0.4295,-1.5112,-0.0005
15.5,BRAKING,-2.389,11.2888,-0.8164,-10.3612,14.8559,-0.423,-1.5112,-0.0004
15.6,BRAKING,-2.4925,11.3989,-0.8164,-10.4884,14.9128,-0.4163,-1.5112,-0.0003
15.7,BRAKING,-2.596,11.5091,-0.8164,-10.6157,14.9686,-0.4096,-1.5112,-0.0003
15.8,BRAKING,-2.6995,11.6192,-0.8163,-10.7429,15.0235,-0.4027,-1.5112,-0.0002
15.9,BRAKING,-2.803,11.7293,-0.8163,-10.8702,15.0773,-0.3958,-1.5112,-0.0002
16.0,BRAKING,-2.9065,11.8394,-0.8163,-10.9974,15.13,-0.3887,-1.5112,-0.0001
16.1,BRAKING,-3.01,11.9495,-0.8163,-11.1246,15.1817,-0.3815,-1.5112,-0.0001
16.2,BRAKING,-3.1135,12.0596,-0.8163,-11.2518,15.2322,-0.3742,-1.5112,-0.0001
16.3,BRAKING,-3.217,12.1697,-0.8163,-11.3788,15.2817,-0.3668,-1.5112,-0.0001
16.4,BRAKING,-3.3205,12.2798,-0.8163,-11.5058,15.3301,-0.3593,-1.5112,-0.0001
16.5,BRAKING,-3.424,12.3899,-0.8163,-11.6327,15.3773,-0.3517,-1.5112,-0.0
16.6,BRAKING,-3.5275,12.5,-0.8163,-11.7594,15.4233,-0.3439,-1.5112,-0.0
16.7,BRAKING,-3.631,12.6101,-0.8163,-11.886,15.4682,-0.336,-1.5112,-0.0
16.8,BRAKING,-3.7345,12.7202,-0.8163,-12.0124,15.5119,-0.328,-1.5112,-0.0
16.9,BRAKING,-3.838,12.8303,-0.8163,-12.1386,15.5544,-0.3199,-1.5112,-0.0
17.0,BRAKING,-3.9415,12.9404,-0.8163,-12.2646,15.5957,-0.3116,-1.5112,-0.0
17.1,BRAKING,-4.0451,13.0505,-0.8163,-12.3903,15.6357,-0.3033,-1.5112,-0.0
17.2,BRAKING,-4.1486,13.1606,-0.8163,-12.5158,15.6745,-0.2948,-1.5112,-0.0
17.3,BRAKING,-4.2521,13.2707,-0.8163,-12.641,15.7121,-0.2862,-1.5112,-0.0
17.4,BRAKING,-4.3556,13.3808,-0.8163,-12.7659,15.7483,-0.2774,-1.5112,-0.0
17.5,BRAKING,-4.4591,13.4909,-0.8163,-12.8904,15.7833,-0.2685,-1.5112,-0.0
17.6,BRAKING,-4.5626,13.601,-0.8163,-13.0146,15.817,-0.2595,-1.5112,-0.0
17.7,BRAKING,-4.6661,13.7111,-0.8163,-13.1383,15.8494,-0.2504,-1.5112,-0.0
17.8,BRAKING,-4.7696,13.8212,-0.8163,-13.2617,15.8804,-0.2411,-1.5112,-0.0
17.9,BRAKING,-4.8731,13.9313,-0.8163,-13.3845,15.9101,-0.2317,-1.5112,-0.0
18.0,BRAKING,-4.9766,14.0414,-0.8163,-13.5069,15.9385,-0.2221,-1.5112,-0.0
18.1,BRAKING,-5.0801,14.1515,-0.8163,-13.6288,15.9655,-0.2124,-1.5112,-0.0
18.2,BRAKING,-5.1836,14.2616,-0.8163,-13.75,15.9912,-0.2026,-1.5112,-0.0
18.3,BRAKING,-5.2872,14.3717,-0.8163,-13.8707,16.0155,-0.1926,-1.5112,-0.0
18.4,BRAKING,-5.3907,14.4818,-0.8163,-13.9908,16.0384,-0.1825,-1.5112,-0.0
18.5,BRAKING,-5.4942,14.5919,-0.8163,-14.1102,16.0599,-0.1723,-1.5112,-0.0
18.6,BRAKING,-5.5977,14.7021,-0.8163,-14.2289,16.0801,-0.1619,-1.5112,-0.0
18.7,BRAKING,-5.7012,14.8122,-0.8163,-14.3468,16.0988,-0.1513,-1.5112,-0.0
18.8,BRAKING,-5.8047,14.9223,-0.8163,-14.4639,16.1162,-0.1407,-1.5112,-0.0
18.9,BRAKING,-5.9082,15.0324,-0.8163,-14.5803,16.1322,-0.1299,-1.5112,-0.0
19.0,BRAKING,-6.0117,15.1425,-0.8163,-14.6957,16.1467,-0.1189,-1.5112,-0.0
19.1,BRAKING,-6.1152,15.2526,-0.8163,-14.8103,16.1599,-0.1078,-1.5112,-0.0
19.2,BRAKING,-6.2187,15.3627,-0.8163,-14.9238,16.1717,-0.0965,-1.5112,-0.0
19.3,BRAKING,-6.3222,15.4728,-0.8163,-15.0364,16.182,-0.0851,-1.5112,-0.0
19.4,BRAKING,-6.4257,15.5829,-0.8163,-15.148,16.1911,-0.0736,-1.5112,-0.0
19.5,BRAKING,-6.5293,15.693,-0.8163,-15.2584,16.1987,-0.0619,-1.5112,-0.0
19.6,BRAKING,-6.6328,15.8031,-0.8163,-15.3678,16.2049,-0.05,-1.5112,-0.0
19.7,BRAKING,-6.7363,15.9132,-0.8163,-15.4759,16.2098,-0.038,-1.5112,-0.0
19.8,BRAKING,-6.8398,16.0233,-0.8163,-15.5828,16.2134,-0.0259,-1.5112,-0.0
19.9,BRAKING,-6.9433,16.1334,-0.8163,-15.6885,16.2156,-0.0136,-1.5112,-0.0
20.0,BRAKING,-7.0468,16.2435,-0.8163,-15.7928,16.2165,-0.0012,-1.5112,-0.0
20.1,BRAKING,-7.1503,16.3536,-0.8163,-15.8957,16.2161,0.0114,-1.5112,-0.0
20.2,BRAKING,-7.2538,16.4637,-0.8163,-15.9972,16.2144,0.0241,-1.5112,-0.0
20.3,BRAKING,-7.3573,16.5738,-0.8163,-16.0973,16.2115,0.037,-1.5112,-0.0
20.4,BRAKING,-7.4608,16.6839,-0.8163,-16.1958,16.2073,0.05,-1.5112,-0.0
20.5,BRAKING,-7.5643,16.794,-0.8163,-16.2928,16.202,0.0632,-1.5112,-0.0
20.6,BRAKING,-7.6678,16.9041,-0.8163,-16.3881,16.1954,0.0765,-1.5112,-0.0
20.7,BRAKING,-7.7714,17.0142,-0.8163,-16.4818,16.1877,0.09,-1.5112,-0.0
20.8,BRAKING,-7.8749,17.1243,-0.8163,-16.5738,16.1789,0.1036,-1.5112,-0.0
20.9,BRAKING,-7.9784,17.2344,-0.8163,-16.664,16.1691,0.1173,-1.5112,-0.0
21.0,BRAKING,-8.0819,17.3445,-0.8163,-16.7524,16.1582,0.1312,-1.5112,-0.0
21.1,BRAKING,-8.1854,17.4546,-0.8163,-16.8389,16.1462,0.1453,-1.5112,-0.0
21.2,BRAKING,-8.2889,17.5647,-0.8163,-16.9235,16.1334,0.1594,-1.5112,-0.0
21.3,BRAKING,-8.3924,17.6748,-0.8163,-17.0062,16.1196,0.1737,-1.5112,-0.0
21.4,BRAKING,-8.4959,17.7849,-0.8163,-17.0869,16.105,0.1882,-1.5112,-0.0
21.5,BRAKING,-8.5994,17.895,-0.8163,-17.1655,16.0895,0.2028,-1.5112,-0.0
21.6,BRAKING,-8.7029,18.0051,-0.8163,-17.2421,16.0733,0.2175,-1.5112,-0.0
21.7,BRAKING,-8.8064,18.1152,-0.8163,-17.3165,16.0564,0.2323,-1.5112,-0.0
21.8,BRAKING,-8.9099,18.2253,-0.8163,-17.3888,16.0388,0.2473,-1.5112,-0.0
21.9,BRAKING,-9.0135,18.3354,-0.8163,-17.4589,16.0207,0.2624,-1.5112,-0.0
22.0,BRAKING,-9.117,18.4455,-0.8163,-17.5268,16.002,0.2776,-1.5112,-0.0
22.1,BRAKING,-9.2205,18.5556,-0.8163,-17.5924,15.9829,0.2929,-1.5112,-0.0
22.2,BRAKING,-9.324,18.6657,-0.8163,-17.6558,15.9634,0.3084,-1.5112,-0.0
22.3,BRAKING,-9.4275,18.7758,-0.8163,-17.7168,15.9435,0.3239,-1.5112,-0.0
22.4,BRAKING,-9.531,18.8859,-0.8163,-17.7754,15.9234,0.3396,-1.5112,-0.0
22.5,BRAKING,-9.6345,18.996,-0.8163,-17.8317,15.9031,0.3554,-1.5112,-0.0
22.6,BRAKING,-9.738,19.1061,-0.8163,-17.8856,15.8827,0.3713,-1.5112,-0.0
22.7,BRAKING,-9.8415,19.2162,-0.8163,-17.937,15.8623,0.3873,-1.5112,-0.0
22.8,BRAKING,-9.945,19.3263,-0.8163,-17.9861,15.842,0.4034,-1.5112,-0.0
22.9,BRAKING,-10.0485,19.4364,-0.8163,-18.0327,15.8217,0.4196,-1.5112,-0.0
23.0,BRAKING,-10.152,19.5465,-0.8163,-18.0769,15.8017,0.4359,-1.5112,-0.0
23.1,BRAKING,-10.2555,19.6566,-0.8163,-18.1186,15.7819,0.4523,-1.5112,-0.0
23.2,BRAKING,-10.3591,19.7667,-0.8163,-18.1579,15.7625,0.4687,-1.5112,-0.0
23.3,BRAKING,-10.4626,19.8768,-0.8163,-18.1947,15.7435,0.4853,-1.5112,-0.0
23.4,BRAKING,-10.5661,19.9869,-0.8163,-18.2291,15.7251,0.5019,-1.5112,-0.0
23.5,BRAKING,-10.6696,20.097,-0.8163,-18.261,15.7073,0.5186,-1.5112,-0.0
23.6,BRAKING,-10.7731,20.2071,-0.8163,-18.2905,15.6903,0.5354,-1.5112,-0.0
23.7,BRAKING,-10.8766,20.3172,-0.8163,-18.3176,15.6739,0.5522,-1.5112,-0.0
23.8,BRAKING,-10.9801,20.4273,-0.8163,-18.3423,15.6585,0.5691,-1.5112,-0.0
23.9,BRAKING,-11.0836,20.5374,-0.8163,-18.3646,15.644,0.586,-1.5112,-0.0
24.0,BRAKING,-11.1871,20.6475,-0.8163,-18.3845,15.6306,0.603,-1.5112,-0.0
24.1,BRAKING,-11.2906,20.7576,-0.8163,-18.4022,15.6182,0.62,-1.5112,-0.0
24.2,BRAKING,-11.3941,20.8677,-0.8163,-18.4176,15.6071,0.6371,-1.5112,-0.0
24.3,BRAKING,-11.4976,20.9779,-0.8163,-18.4307,15.5972,0.6542,-1.5112,-0.0
24.4,BRAKING,-11.6012,21.088,-0.8163,-18.4417,15.5887,0.6713,-1.5112,-0.0
24.5,BRAKING,-11.7047,21.1981,-0.8163,-18.4504,15.5817,0.6885,-1.5112,-0.0
24.6,BRAKING,-11.8082,21.3082,-0.8163,-18.4571,15.5761,0.7057,-1.5112,-0.0
24.7,BRAKING,-11.9117,21.4183,-0.8163,-18.4617,15.5721,0.7229,-1.5112,-0.0
24.8,BRAKING,-12.0152,21.5284,-0.8163,-18.4643,15.5698,0.7401,-1.5112,-0.0
24.9,BRAKING,-12.1187,21.6385,-0.8163,-18.465,15.5692,0.7573,-1.5112,-0.0
25.0,BRAKING,-12.2222,21.7486,-0.8163,-18.4637,15.5704,0.7745,-1.5112,-0.0
25.1,BRAKING,-12.3257,21.8587,-0.8163,-18.4607,15.5734,0.7917,-1.5112,-0.0
25.2,BRAKING,-12.4292,21.9688,-0.8163,-18.4559,15.5784,0.8089,-1.5112,-0.0
