time,phase,tug_x,tug_y,tug_yaw,ac_x,ac_y,ac_yaw,velocity,steer_angle
145.8,BRAKING,-6.8329,19.6698,-2.3074,-12.5805,12.9979,0.8598,-1.2521,0.0
145.9,BRAKING,-6.7488,19.7626,-2.3074,-12.4988,13.0927,0.8594,-1.2521,0.0
146.0,BRAKING,-6.6647,19.8553,-2.3074,-12.4171,13.1875,0.859,-1.2521,0.0
146.1,BRAKING,-6.5806,19.9481,-2.3074,-12.3353,13.2823,0.8587,-1.2521,0.0
146.2,BRAKING,-6.4965,20.0408,-2.3074,-12.2535,13.377,0.8583,-1.2521,0.0
146.3,BRAKING,-6.4124,20.1336,-2.3074,-12.1716,13.4717,0.858,-1.2521,0.0
146.4,BRAKING,-6.3283,20.2263,-2.3074,-12.0898,13.5664,0.8577,-1.2521,0.0
146.5,BRAKING,-6.2441,20.3191,-2.3074,-12.0079,13.6611,0.8573,-1.2521,0.0
146.6,BRAKING,-6.16,20.4118,-2.3074,-11.9259,13.7557,0.857,-1.2521,0.0
146.7,BRAKING,-6.0759,20.5046,-2.3074,-11.844,13.8503,0.8567,-1.2521,0.0
146.8,BRAKING,-5.9918,20.5973,-2.3074,-11.762,13.9449,0.8564,-1.2521,0.0
146.9,BRAKING,-5.9077,20.6901,-2.3074,-11.6799,14.0395,0.856,-1.2521,0.0
147.0,BRAKING,-5.8236,20.7828,-2.3074,-11.5979,14.134,0.8557,-1.2521,0.0
147.1,BRAKING,-5.7395,20.8756,-2.3074,-11.5158,14.2285,0.8554,-1.2521,0.0
147.2,BRAKING,-5.6554,20.9683,-2.3074,-11.4337,14.323,0.8551,-1.2521,0.0
147.3,BRAKING,-5.5712,21.0611,-2.3074,-11.3515,14.4175,0.8548,-1.2521,0.0
147.4,BRAKING,-5.4871,21.1538,-2.3074,-11.2693,14.5119,0.8545,-1.2521,0.0
147.5,BRAKING,-5.403,21.2466,-2.3074,-11.1871,14.6063,0.8543,-1.2521,0.0
147.6,BRAKING,-5.3189,21.3393,-2.3074,-11.1049,14.7007,0.854,-1.2521,0.0
147.7,BRAKING,-5.2348,21.4321,-2.3074,-11.0227,14.7951,0.8537,-1.2521,0.0
147.8,BRAKING,-5.1507,21.5248,-2.3074,-10.9404,14.8894,0.8534,-1.2521,0.0
147.9,BRAKING,-5.0666,21.6176,-2.3074,-10.8581,14.9838,0.8531,-1.2521,0.0
148.0,BRAKING,-4.9824,21.7103,-2.3074,-10.7757,15.0781,0.8529,-1.2521,0.0
148.1,BRAKING,-4.8983,21.8031,-2.3074,-10.6934,15.1723,0.8526,-1.2521,0.0
148.2,BRAKING,-4.8142,21.8958,-2.3074,-10.611,15.2666,0.8523,-1.2521,0.0
148.3,BRAKING,-4.7301,21.9886,-2.3074,-10.5286,15.3608,0.8521,-1.2521,0.0
148.4,BRAKING,-4.646,22.0813,-2.3074,-10.4461,15.455,0.8518,-1.2521,0.0
148.5,BRAKING,-4.5619,22.1741,-2.3074,-10.3637,15.5492,0.8516,-1.2521,0.0
148.6,BRAKING,-4.4778,22.2668,-2.3074,-10.2812,15.6434,0.8513,-1.2521,0.0
148.7,BRAKING,-4.3937,22.3596,-2.3074,-10.1987,15.7376,0.8511,-1.2521,0.0
148.8,BRAKING,-4.3095,22.4523,-2.3074,-10.1161,15.8317,0.8509,-1.2521,0.0
148.9,BRAKING,-4.2254,22.5451,-2.3074,-10.0336,15.9258,0.8506,-1.2521,0.0
149.0,BRAKING,-4.1413,22.6378,-2.3074,-9.951,16.0199,0.8504,-1.2521,0.0
149.1,BRAKING,-4.0572,22.7306,-2.3074,-9.8684,16.114,0.8502,-1.2521,0.0
149.2,BRAKING,-3.9731,22.8233,-2.3074,-9.7858,16.2081,0.8499,-1.2521,0.0
149.3,BRAKING,-3.889,22.9161,-2.3074,-9.7032,16.3021,0.8497,-1.2521,0.0
149.4,BRAKING,-3.8049,23.0088,-2.3074,-9.6205,16.3961,0.8495,-1.2521,0.0
149.5,BRAKING,-3.7207,23.1016,-2.3074,-9.5378,16.4902,0.8493,-1.2521,0.0
149.6,BRAKING,-3.6366,23.1943,-2.3074,-9.4551,16.5841,0.8491,-1.2521,0.0
149.7,BRAKING,-3.5525,23.2871,-2.3074,-9.3724,16.6781,0.8488,-1.2521,0.0
149.8,BRAKING,-3.4684,23.3798,-2.3074,-9.2896,16.7721,0.8486,-1.2521,0.0
149.9,BRAKING,-3.3843,23.4726,-2.3074,-9.2069,16.866,0.8484,-1.2521,0.0
150.0,BRAKING,-3.3002,23.5653,-2.3074,-9.1241,16.9599,0.8482,-1.2521,0.0
150.1,BRAKING,-3.2161,23.6581,-2.3074,-9.0413,17.0538,0.848,-1.2521,0.0
150.2,BRAKING,-3.132,23.7508,-2.3074,-8.9585,17.1477,0.8478,-1.2521,0.0
150.3,BRAKING,-3.0478,23.8436,-2.3074,-8.8756,17.2416,0.8476,-1.2521,0.0
150.4,BRAKING,-2.9637,23.9363,-2.3074,-8.7928,17.3355,0.8475,-1.2521,0.0
150.5,BRAKING,-2.8796,24.0291,-2.3074,-8.7099,17.4293,0.8473,-1.2521,0.0
150.6,BRAKING,-2.7955,24.1218,-2.3074,-8.627,17.5231,0.8471,-1.2521,0.0
150.7,BRAKING,-2.7114,24.2146,-2.3074,-8.5441,17.6169,0.8469,-1.2521,0.0
150.8,BRAKING,-2.6273,24.3073,-2.3074,-8.4612,17.7107,0.8467,-1.2521,0.0
150.9,BRAKING,-2.5432,24.4001,-2.3074,-8.3782,17.8045,0.8465,-1.2521,0.0
151.0,BRAKING,-2.459,24.4928,-2.3074,-8.2952,17.8983,0.8464,-1.2521,0.0
151.1,BRAKING,-2.3749,24.5856,-2.3074,-8.2123,17.992,0.8462,-1.2521,0.0
151.2,BRAKING,-2.2908,24.6783,-2.3074,-8.1293,18.0858,0.846,-1.2521,0.0
151.3,BRAKING,-2.2067,24.7711,-2.3074,-8.0463,18.1795,0.8459,-1.2521,0.0
151.4,BRAKING,-2.1226,24.8638,-2.3074,-7.9632,18.2732,0.8457,-1.2521,0.0
151.5,BRAKING,-2.0385,24.9566,-2.3074,-7.8802,18.3669,0.8455,-1.2521,0.0
151.6,BRAKING,-1.9544,25.0493,-2.3074,-7.7971,18.4606,0.8454,-1.2521,0.0
151.7,BRAKING,-1.8702,25.1421,-2.3074,-7.7141,18.5543,0.8452,-1.2521,0.0
151.8,BRAKING,-1.7861,25.2348,-2.3074,-7.631,18.6479,0.845,-1.2521,0.0
151.9,BRAKING,-1.702,25.3276,-2.3074,-7.5479,18.7416,0.8449,-1.2521,0.0
152.0,BRAKING,-1.6179,25.4203,-2.3074,-7.4648,18.8352,0.8447,-1.2521,0.0
152.1,BRAKING,-1.5338,25.5131,-2.3074,-7.3816,18.9289,0.8446,-1.2521,0.0
152.2,BRAKING,-1.4497,25.6058,-2.3074,-7.2985,19.0225,0.8444,-1.2521,0.0
152.3,BRAKING,-1.3656,25.6986,-2.3074,-7.2153,19.1161,0.8443,-1.2521,0.0
152.4,BRAKING,-1.2815,25.7913,-2.3074,-7.1321,19.2096,0.8442,-1.2521,0.0
152.5,BRAKING,-1.1973,25.8841,-2.3074,-7.049,19.3032,0.844,-1.2521,0.0
152.6,BRAKING,-1.1132,25.9768,-2.3074,-6.9658,19.3968,0.8439,-1.2521,0.0
152.7,BRAKING,-1.0291,26.0696,-2.3074,-6.8825,19.4903,0.8437,-1.2521,0.0
152.8,BRAKING,-0.945,26.1623,-2.3074,-6.7993,19.5839,0.8436,-1.2521,0.0
152.9,BRAKING,-0.8609,26.2551,-2.3074,-6.7161,19.6774,0.8435,-1.2521,0.0
153.0,BRAKING,-0.7768,26.3478,-2.3074,-6.6328,19.7709,0.8433,-1.2521,0.0
153.1,BRAKING,-0.6927,26.4406,-2.3074,-6.5496,19.8644,0.8432,-1.2521,0.0
153.2,BRAKING,-0.6085,26.5333,-2.3074,-6.4663,19.9579,0.8431,-1.2521,0.0
153.3,BRAKING,-0.5244,26.6261,-2.3074,-6.383,20.0514,0.843,-1.2521,0.0
153.4,BRAKING,-0.4403,26.7188,-2.3074,-6.2997,20.1449,0.8428,-1.2521,0.0
153.5,BRAKING,-0.3562,26.8116,-2.3074,-6.2164,20.2384,0.8427,-1.2521,0.0
153.6,BRAKING,-0.2721,26.9043,-2.3074,-6.1331,20.3318,0.8426,-1.2521,0.0
153.7,BRAKING,-0.188,26.9971,-2.3074,-6.0497,20.4253,0.8425,-1.2521,0.0
153.8,BRAKING,-0.1039,27.0898,-2.3074,-5.9664,20.5187,0.8424,-1.2521,0.0
153.9,BRAKING,-0.0198,27.1826,-2.3074,-5.883,20.6121,0.8422,-1.2521,0.0
154.0,BRAKING,0.0644,27.2753,-2.3074,-5.7997,20.7055,0.8421,-1.2521,0.0
154.1,BRAKING,0.1485,27.3681,-2.3074,-5.7163,20.7989,0.842,-1.2521,0.0
154.2,BRAKING,0.2326,27.4608,-2.3074,-5.6329,20.8923,0.8419,-1.2521,0.0
154.3,BRAKING,0.3167,27.5536,-2.3074,-5.5495,20.9857,0.8418,-1.2521,0.0
154.4,BRAKING,0.4008,27.6463,-2.3074,-5.4661,21.0791,0.8417,-1.2521,0.0
154.5,BRAKING,0.4849,27.7391,-2.3074,-5.3827,21.1725,0.8416,-1.2521,0.0
154.6,BRAKING,0.569,27.8318,-2.3074,-5.2993,21.2658,0.8415,-1.2521,0.0
154.7,BRAKING,0.6532,27.9246,-2.3074,-5.2158,21.3592,0.8414,-1.2521,0.0
154.8,BRAKING,0.7373,28.0173,-2.3074,-5.1324,21.4525,0.8413,-1.2521,0.0
154.9,BRAKING,0.8214,28.1101,-2.3074,-5.0489,21.5459,0.8412,-1.2521,0.0
155.0,BRAKING,0.9055,28.2029,-2.3074,-4.9655,21.6392,0.8411,-1.2521,0.0
155.1,BRAKING,0.9896,28.2956,-2.3074,-4.882,21.7325,0.841,-1.2521,0.0
155.2,BRAKING,1.0737,28.3884,-2.3074,-4.7985,21.8258,0.8409,-1.2521,0.0
155.3,BRAKING,1.1578,28.4811,-2.3074,-4.715,21.9192,0.8408,-1.2521,0.0
155.4,BRAKING,1.2419,28.5739,-2.3074,-4.6315,22.0124,0.8407,-1.2521,0.0
155.5,BRAKING,1.3261,28.6666,-2.3074,-4.548,22.1057,0.8406,-1.2521,0.0
155.6,BRAKING,1.4102,28.7594,-2.3074,-4.4645,22.199,0.8405,-1.2521,0.0
155.7,BRAKING,1.4943,28.8521,-2.3074,-4.3809,22.2923,0.8404,-1.2521,0.0
155.8,BRAKING,1.5784,28.9449,-2.3074,-4.2974,22.3856,0.8403,-1.2521,0.0
155.9,BRAKING,1.6625,29.0376,-2.3074,-4.2139,22.4788,0.8402,-1.2521,0.0
156.0,BRAKING,1.7466,29.1304,-2.3074,-4.1303,22.5721,0.8402,-1.2521,0.0
156.1,BRAKING,1.8307,29.2231,-2.3074,-4.0467,22.6653,0.8401,-1.2521,0.0
156.2,BRAKING,1.9149,29.3159,-2.3074,-3.9632,22.7586,0.84,-1.2521,0.0
156.3,BRAKING,1.999,29.4086,-2.3074,-3.8796,22.8518,0.8399,-1.2521,0.0
156.4,BRAKING,2.0831,29.5014,-2.3074,-3.796,22.945,0.8398,-1.2521,0.0
156.5,BRAKING,2.1672,29.5941,-2.3074,-3.7124,23.0382,0.8397,-1.2521,0.0
156.6,BRAKING,2.2513,29.6869,-2.3074,-3.6288,23.1314,0.8397,-1.2521,0.0
156.7,BRAKING,2.3354,29.7796,-2.3074,-3.5452,23.2246,0.8396,-1.2521,0.0
156.8,BRAKING,2.4195,29.8724,-2.3074,-3.4616,23.3178,0.8395,-1.2521,0.0
156.9,BRAKING,2.5036,29.9651,-2.3074,-3.378,23.411,0.8394,-1.2521,0.0
157.0,BRAKING,2.5878,30.0579,-2.3074,-3.2944,23.5042,0.8394,-1.2521,0.0
157.1,BRAKING,2.6719,30.1506,-2.3074,-3.2107,23.5974,0.8393,-1.2521,0.0
157.2,BRAKING,2.756,30.2434,-2.3074,-3.1271,23.6906,0.8392,-1.2521,0.0
157.3,BRAKING,2.8401,30.3361,-2.3074,-3.0434,23.7837,0.8391,-1.2521,0.0
157.4,BRAKING,2.9242,30.4289,-2.3074,-2.9598,23.8769,0.8391,-1.2521,0.0
157.5,BRAKING,3.0083,30.5216,-2.3074,-2.8761,23.9701,0.839,-1.2521,0.0
157.6,BRAKING,3.0924,30.6144,-2.3074,-2.7924,24.0632,0.8389,-1.2521,0.0
157.7,BRAKING,3.1766,30.7071,-2.3074,-2.7088,24.1564,0.8389,-1.2521,0.0
157.8,BRAKING,3.2607,30.7999,-2.3074,-2.6251,24.2495,0.8388,-1.2521,0.0
157.9,BRAKING,3.3448,30.8926,-2.3074,-2.5414,24.3426,0.8387,-1.2521,0.0
158.0,BRAKING,3.4289,30.9854,-2.3074,-2.4577,24.4358,0.8387,-1.2521,0.0
158.1,BRAKING,3.513,31.0781,-2.3074,-2.374,24.5289,0.8386,-1.2521,0.0
158.2,BRAKING,3.5971,31.1709,-2.3074,-2.2903,24.622,0.8385,-1.2521,0.0
158.3,BRAKING,3.6812,31.2636,-2.3074,-2.2066,24.7151,0.8385,-1.2521,0.0
158.4,BRAKING,3.7653,31.3564,-2.3074,-2.1229,24.8082,0.8384,-1.2521,0.0
158.5,BRAKING,3.8495,31.4491,-2.3074,-2.0392,24.9013,0.8384,-1.2521,0.0
158.6,BRAKING,3.9336,31.5419,-2.3074,-1.9554,24.9944,0.8383,-1.2521,0.0
158.7,BRAKING,4.0177,31.6346,-2.3074,-1.8717,25.0875,0.8382,-1.2521,0.0
158.8,BRAKING,4.1018,31.7274,-2.3074,-1.788,25.1806,0.8382,-1.2521,0.0
158.9,BRAKING,4.1859,31.8201,-2.3074,-1.7042,25.2737,0.8381,-1.2521,0.0
159.0,BRAKING,4.27,31.9129,-2.3074,-1.6205,25.3668,0.8381,-1.2521,0.0
159.1,BRAKING,4.3541,32.0056,-2.3074,-1.5367,25.4598,0.838,-1.2521,0.0
159.2,BRAKING,4.4383,32.0984,-2.3074,-1.453,25.5529,0.838,-1.2521,0.0
159.3,BRAKING,4.5224,32.1911,-2.3074,-1.3692,25.646,0.8379,-1.2521,0.0
159.4,BRAKING,4.6065,32.2839,-2.3074,-1.2854,25.739,0.8379,-1.2521,0.0
159.5,BRAKING,4.6906,32.3766,-2.3074,-1.2017,25.8321,0.8378,-1.2521,0.0
159.6,BRAKING,4.7747,32.4694,-2.3074,-1.1179,25.9251,0.8378,-1.2521,0.0
159.7,BRAKING,4.8588,32.5621,-2.3074,-1.0341,26.0182,0.8377,-1.2521,0.0
159.8,BRAKING,4.9429,32.6549,-2.3074,-0.9503,26.1112,0.8377,-1.2521,0.0
159.9,BRAKING,5.027,32.7476,-2.3074,-0.8665,26.2043,0.8376,-1.2521,0.0
160.0,BRAKING,5.1112,32.8404,-2.3074,-0.7827,26.2973,0.8376,-1.2521,0.0
160.1,BRAKING,5.1953,32.9331,-2.3074,-0.6989,26.3903,0.8375,-1.2521,0.0
160.2,BRAKING,5.2794,33.0259,-2.3074,-0.6151,26.4834,0.8375,-1.2521,0.0
160.3,BRAKING,5.3635,33.1186,-2.3074,-0.5313,26.5764,0.8374,-1.2521,0.0
160.4,BRAKING,5.4476,33.2114,-2.3074,-0.4475,26.6694,0.8374,-1.2521,0.0
160.5,BRAKING,5.5317,33.3041,-2.3074,-0.3637,26.7624,0.8373,-1.2521,0.0
160.6,BRAKING,5.6158,33.3969,-2.3074,-0.2798,26.8554,0.8373,-1.2521,0.0
160.7,BRAKING,5.7,33.4896,-2.3074,-0.196,26.9484,0.8372,-1.2521,0.0
160.8,BRAKING,5.7841,33.5824,-2.3074,-0.1122,27.0414,0.8372,-1.2521,0.0
160.9,BRAKING,5.8682,33.6751,-2.3074,-0.0283,27.1344,0.8372,-1.2521,0.0
161.0,BRAKING,5.9523,33.7679,-2.3074,0.0555,27.2274,0.8371,-1.2521,0.0
161.1,BRAKING,6.0364,33.8606,-2.3074,0.1393,27.3204,0.8371,-1.2521,0.0
161.2,BRAKING,6.1205,33.9534,-2.3074,0.2232,27.4134,0.837,-1.2521,0.0
161.3,BRAKING,6.2046,34.0461,-2.3074,0.307,27.5064,0.837,-1.2521,0.0
161.4,BRAKING,6.2887,34.1389,-2.3074,0.3909,27.5994,0.8369,-1.2521,0.0
161.5,BRAKING,6.3729,34.2316,-2.3074,0.4748,27.6924,0.8369,-1.2521,0.0
161.6,BRAKING,6.457,34.3244,-2.3074,0.5586,27.7853,0.8369,-1.2521,0.0
161.7,BRAKING,6.5411,34.4171,-2.3074,0.6425,27.8783,0.8368,-1.2521,0.0
161.8,BRAKING,6.6252,34.5099,-2.3074,0.7264,27.9713,0.8368,-1.2521,0.0
161.9,BRAKING,6.7093,34.6026,-2.3074,0.8102,28.0643,0.8368,-1.2521,0.0
162.0,BRAKING,6.7934,34.6954,-2.3074,0.8941,28.1572,0.8367,-1.2521,0.0
162.1,BRAKING,6.8775,34.7881,-2.3074,0.978,28.2502,0.8367,-1.2521,0.0
162.2,BRAKING,6.9617,34.8809,-2.3074,1.0619,28.3431,0.8367,-1.2521,0.0
162.3,BRAKING,7.0458,34.9736,-2.3074,1.1458,28.4361,0.8366,-1.2521,0.0
162.4,BRAKING,7.1299,35.0664,-2.3074,1.2296,28.529,0.8366,-1.2521,0.0
162.5,BRAKING,7.214,35.1591,-2.3074,1.3135,28.622,0.8365,-1.2521,0.0
162.6,BRAKING,7.2981,35.2519,-2.3074,1.3974,28.7149,0.8365,-1.2521,0.0
162.7,BRAKING,7.3822,35.3446,-2.3074,1.4813,28.8079,0.8365,-1.2521,0.0
162.8,BRAKING,7.4663,35.4374,-2.3074,1.5652,28.9008,0.8364,-1.2521,0.0
162.9,BRAKING,7.5504,35.5301,-2.3074,1.6491,28.9938,0.8364,-1.2521,0.0
163.0,BRAKING,7.6346,35.6229,-2.3074,1.733,29.0867,0.8364,-1.2521,0.0
163.1,BRAKING,7.7187,35.7156,-2.3074,1.817,29.1796,0.8364,-1.2521,0.0
163.2,BRAKING,7.8028,35.8084,-2.3074,1.9009,29.2726,0.8363,-1.2521,0.0
163.3,BRAKING,7.8869,35.9011,-2.3074,1.9848,29.3655,0.8363,-1.2521,0.0
163.4,BRAKING,7.971,35.9939,-2.3074,2.0687,29.4584,0.8363,-1.2521,0.0
163.5,BRAKING,8.0551,36.0866,-2.3074,2.1526,29.5513,0.8362,-1.2521,0.0
163.6,BRAKING,8.1392,36.1794,-2.3074,2.2365,29.6443,0.8362,-1.2521,0.0
163.7,BRAKING,8.2234,36.2721,-2.3074,2.3205,29.7372,0.8362,-1.2521,0.0
163.8,BRAKING,8.3075,36.3649,-2.3074,2.4044,29.8301,0.8361,-1.2521,0.0
163.9,BRAKING,8.3916,36.4576,-2.3074,2.4883,29.923,0.8361,-1.2521,0.0
164.0,BRAKING,8.4757,36.5504,-2.3074,2.5723,30.0159,0.8361,-1.2521,0.0
164.1,BRAKING,8.5598,36.6431,-2.3074,2.6562,30.1088,0.8361,-1.2521,0.0
164.2,BRAKING,8.6439,36.7359,-2.3074,2.7402,30.2017,0.836,-1.2521,0.0
164.3,BRAKING,8.728,36.8286,-2.3074,2.8241,30.2946,0.836,-1.2521,0.0
164.4,BRAKING,8.8121,36.9214,-2.3074,2.908,30.3875,0.836,-1.2521,0.0
164.5,BRAKING,8.8963,37.0141,-2.3074,2.992,30.4804,0.836,-1.2521,0.0
164.6,BRAKING,8.9804,37.1069,-2.3074,3.0759,30.5733,0.8359,-1.2521,0.0
164.7,BRAKING,9.0645,37.1996,-2.3074,3.1599,30.6662,0.8359,-1.2521,0.0
164.8,BRAKING,9.1486,37.2924,-2.3074,3.2438,30.7591,0.8359,-1.2521,0.0
164.9,BRAKING,9.2327,37.3851,-2.3074,3.3278,30.852,0.8359,-1.2521,0.0
165.0,BRAKING,9.3168,37.4779,-2.3074,3.4118,30.9449,0.8358,-1.2521,0.0
165.1,BRAKING,9.4009,37.5706,-2.3074,3.4957,31.0378,0.8358,-1.2521,0.0
165.2,BRAKING,9.4851,37.6634,-2.3074,3.5797,31.1307,0.8358,-1.2521,0.0
165.3,BRAKING,9.5692,37.7561,-2.3074,3.6636,31.2236,0.8358,-1.2521,0.0
165.4,BRAKING,9.6533,37.8489,-2.3074,3.7476,31.3165,0.8357,-1.2521,0.0
165.5,BRAKING,9.7374,37.9416,-2.3074,3.8316,31.4093,0.8357,-1.2521,0.0
165.6,BRAKING,9.8215,38.0344,-2.3074,3.9156,31.5022,0.8357,-1.2521,0.0
165.7,BRAKING,9.9056,38.1271,-2.3074,3.9995,31.5951,0.8357,-1.2521,0.0
165.8,BRAKING,9.9897,38.2199,-2.3074,4.0835,31.688,0.8357,-1.2521,0.0
165.9,BRAKING,10.0738,38.3126,-2.3074,4.1675,31.7808,0.8356,-1.2521,0.0
166.0,BRAKING,10.158,38.4054,-2.3074,4.2515,31.8737,0.8356,-1.2521,0.0
