time,tug_x,tug_y,tug_yaw,ac_x,ac_y,ac_yaw
3.84,-5.0467,0.0,0.0,-5.6467,-2.5,0.0
3.88,-5.1067,0.0,0.0,-5.7067,-2.5,0.0
3.92,-5.1667,0.0,0.0,-5.7667,-2.5,0.0
3.96,-5.2267,0.0,0.0,-5.8267,-2.5,0.0
4.0,-5.2867,0.0,0.0,-5.8867,-2.5,0.0
4.04,-5.3467,0.0,0.0,-5.9467,-2.5,0.0
4.08,-5.4067,0.0,0.0,-6.0067,-2.5,0.0
4.12,-5.4667,0.0,0.0,-6.0667,-2.5,0.0
4.16,-5.5267,0.0,0.0,-6.1267,-2.5,0.0
4.2,-5.5867,0.0,0.0,-6.1867,-2.5,0.0
4.24,-5.6467,0.0,0.0,-6.2467,-2.5,0.0
4.28,-5.7067,0.0,0.0,-6.3067,-2.5,0.0
4.32,-5.7667,0.0,0.0,-6.3667,-2.5,0.0
4.36,-5.8267,0.0,0.0,-6.4267,-2.5,0.0
4.4,-5.8867,0.0,0.0,-6.4867,-2.5,0.0
4.44,-5.9467,0.0,0.0,-6.5467,-2.5,0.0
4.48,-6.0067,0.0,0.0,-6.6067,-2.5,0.0
4.52,-6.0667,0.0,0.0,-6.6667,-2.5,0.0
4.56,-6.1267,0.0,0.0,-6.7267,-2.5,0.0
4.6,-6.1867,0.0,0.0,-6.7867,-2.5,0.0
4.64,-6.2467,0.0,0.0,-6.8467,-2.5,0.0
4.68,-6.3067,0.0,0.0,-6.9067,-2.5,0.0
4.72,-6.3667,0.0,0.0,-6.9667,-2.5,0.0
4.76,-6.4267,0.0,0.0,-7.0267,-2.5,0.0
4.8,-6.4867,0.0,0.0,-7.0867,-2.5,0.0
4.84,-6.5467,0.0,0.0,-7.1467,-2.5,0.0
4.88,-6.6067,0.0,0.0,-7.2067,-2.5,0.0
4.92,-6.6667,0.0,0.0,-7.2667,-2.5,0.0
4.96,-6.7267,0.0,0.0,-7.3267,-2.5,0.0
5.0,-6.7867,0.0,0.0,-7.3867,-2.5,0.0
5.04,-6.8467,0.0,0.0,-7.4467,-2.5,0.0
5.08,-6.9067,0.0,0.0,-7.5067,-2.5,0.0
5.12,-6.9667,0.0,0.0,-7.5667,-2.5,0.0
5.16,-7.0267,0.0,0.0,-7.6267,-2.5,0.0
5.2,-7.0867,0.0,0.0,-7.6867,-2.5,0.0
5.24,-7.1467,0.0,0.0,-7.7467,-2.5,0.0
5.28,-7.2067,0.0,0.0,-7.8067,-2.5,0.0
5.32,-7.2667,0.0,0.0,-7.8667,-2.5,0.0
5.36,-7.3267,0.0,0.0,-7.9267,-2.5,0.0
5.4,-7.3867,0.0,0.0,-7.9867,-2.5,0.0
5.44,-7.4467,0.0,0.0,-8.0467,-2.5,0.0
5.48,-7.5067,0.0,0.0,-8.1067,-2.5,0.0
5.52,-7.5667,0.0,0.0,-8.1667,-2.5,0.0
5.56,-7.6267,0.0,0.0,-8.2267,-2.5,0.0
5.6,-7.6867,0.0,0.0,-8.2867,-2.5,0.0
5.64,-7.7467,0.0,0.0,-8.3467,-2.5,0.0
5.68,-7.8067,0.0,0.0,-8.4067,-2.5,0.0
